DMA	Date	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Helena MT	2023-02-04	2023-02-05 03:00:00	Helena	Montana	MT	Lewis and Clark County	-112.02064999999996	46.58976000000007	13	2023-02-04 22:00:00	9	117
Youngstown OH	2023-02-04	2023-02-05 03:00:00	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	11	2023-02-04 22:00:00	9	99
Hartford & New Haven CT	2023-02-03	2023-02-04 03:00:00	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	3	2023-02-03 22:00:00	0	0
Laredo TX	2023-02-04	2023-02-05 03:00:00	Laredo	Texas	TX	Webb County	-99.50230999999997	27.53092000000004	5	2023-02-04 22:00:00	9	45
Orlando-Daytona Beach-Melbourne FL	2023-02-03	2023-02-04 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	1	2023-02-03 22:00:00	0	0
Elmira NY	2023-02-04	2023-02-05 03:00:00	Elmira	New York	NY	Chemung County	-76.79892999999998	42.090640000000064	5	2023-02-04 22:00:00	9	45
Ottumwa IA-Kirksville MO	2023-02-04	2023-02-05 03:00:00	Kirksville	Missouri	MO	Adair County	-92.57201999999997	40.19682000000006	9	2023-02-04 22:00:00	9	81
Binghamton NY	2023-02-04	2023-02-05 03:00:00	Binghamton	New York	NY	Broome County	-75.91128999999995	42.09871000000004	4	2023-02-04 22:00:00	9	36
Parkersburg WV	2023-02-04	2023-02-05 03:00:00	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	4	2023-02-04 22:00:00	9	36
Butte-Bozeman MT	2023-02-04	2023-02-05 03:00:00	Bozeman	Montana	MT	Gallatin County	-111.03221999999992	45.67934000000008	5	2023-02-04 22:00:00	9	45
Wheeling WV-Steubenville OH	2023-02-04	2023-02-05 03:00:00	Steubenville	Ohio	OH	Jefferson County	-80.63842999999997	40.36962000000005	4	2023-02-04 22:00:00	9	36
Bend OR	2023-02-04	2023-02-05 03:00:00	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	4	2023-02-04 22:00:00	9	36
Harrisonburg VA	2023-02-04	2023-02-05 03:00:00	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	4	2023-02-04 22:00:00	9	36
Terre Haute IN	2023-02-04	2023-02-05 03:00:00	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	3	2023-02-04 22:00:00	9	27
Bowling Green KY	2023-02-04	2023-02-05 03:00:00	Bowling Green	Kentucky	KY	Warren County	-86.44557999999995	36.99462000000005	3	2023-02-04 22:00:00	9	27
Toledo OH	2023-02-04	2023-02-05 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	3	2023-02-04 22:00:00	9	27
Pittsburgh PA	2023-02-04	2023-02-05 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	3	2023-02-04 22:00:00	9	27
Johnstown-Altoona PA	2023-02-04	2023-02-05 03:00:00	Altoona	Pennsylvania	PA	Blair County	-78.32129695025407	40.52020954635128	4	2023-02-04 22:00:00	9	36
Duluth MN-Superior WI	2023-02-04	2023-02-05 03:00:00	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	3	2023-02-04 22:00:00	9	27
Grand Junction-Montrose CO	2023-02-04	2023-02-05 03:00:00	Olathe	Colorado	CO	Montrose	-107.977821651081	38.60269263319038	3	2023-02-04 22:00:00	9	27
Abilene-Sweetwater TX	2023-02-04	2023-02-05 03:00:00	Sweetwater	Texas	TX	Nolan County	-100.39898999999996	32.474590000000035	2	2023-02-04 22:00:00	9	18
Wausau-Rhinelander WI	2023-02-04	2023-02-05 03:00:00	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	2	2023-02-04 22:00:00	9	18
Missoula MT	2023-02-04	2023-02-05 03:00:00	Missoula	Montana	MT	Missoula County	-113.99624999999996	46.872780000000034	2	2023-02-04 22:00:00	9	18
Monroe LA-El Dorado AR	2023-02-04	2023-02-05 03:00:00	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	3	2023-02-04 22:00:00	9	27
Eugene OR	2023-02-04	2023-02-05 03:00:00	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	2	2023-02-04 22:00:00	9	18
Chico-Redding CA	2023-02-04	2023-02-05 03:00:00	Redding	California	CA	Shasta County	-122.39248999999997	40.58762000000007	2	2023-02-04 22:00:00	9	18
Sioux City IA	2023-02-04	2023-02-05 03:00:00	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	2	2023-02-04 22:00:00	9	18
Lubbock TX	2023-02-04	2023-02-05 03:00:00	Lubbock	Texas	TX	Lubbock County	-101.84500999999996	33.58451000000008	2	2023-02-04 22:00:00	9	18
Macon GA	2023-02-04	2023-02-05 03:00:00	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	2	2023-02-04 22:00:00	9	18
Evansville IN	2023-02-04	2023-02-05 03:00:00	Evansville	Indiana	IN	Vanderburgh County	-87.56404999999995	37.97708000000006	2	2023-02-04 22:00:00	9	18
Cleveland-Akron (Canton) OH	2023-02-04	2023-02-05 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	2	2023-02-04 22:00:00	9	18
Roanoke-Lynchburg VA	2023-02-04	2023-02-05 03:00:00	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	2	2023-02-04 22:00:00	9	18
Tallahassee FL-Thomasville GA	2023-02-04	2023-02-05 03:00:00	Thomasville	Georgia	GA	Thomas County	-83.98791044156097	30.68477418710404	2	2023-02-04 22:00:00	9	18
Cedar Rapids-Waterloo-Iowa City & Dubuque IA	2023-02-04	2023-02-05 03:00:00	Waterloo	Iowa	IA	Black Hawk County	-92.33877829277164	42.495836568877465	2	2023-02-04 22:00:00	9	18
Columbus OH	2023-02-04	2023-02-05 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	2	2023-02-04 22:00:00	9	18
Charleston SC	2023-02-04	2023-02-05 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	1	2023-02-04 22:00:00	9	9
La Crosse-Eau Claire WI	2023-02-04	2023-02-05 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	2	2023-02-04 22:00:00	9	18
Traverse City-Cadillac MI	2023-02-04	2023-02-05 03:00:00	Traverse City	Michigan	MI	Grand Traverse County	-85.59611399999993	44.743381000000056	1	2023-02-04 22:00:00	9	9
Boise ID	2023-02-04	2023-02-05 03:00:00	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	1	2023-02-04 22:00:00	9	9
El Paso TX	2023-02-04	2023-02-05 03:00:00	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	1	2023-02-04 22:00:00	9	9
Wichita Falls TX & Lawton OK	2023-02-04	2023-02-05 03:00:00	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	2	2023-02-04 22:00:00	9	18
Reno NV	2023-02-04	2023-02-05 03:00:00	Reno	Nevada	NV	Washoe County	-119.81352999999996	39.527660000000026	1	2023-02-04 22:00:00	9	9
Tri-Cities TN-VA	2023-02-04	2023-02-05 03:00:00		Tennessee	TN	Sullivan County	-82.35488999999995	36.517360000000046	1	2023-02-04 22:00:00	9	9
Burlington VT-Plattsburgh NY	2023-02-04	2023-02-05 03:00:00	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	1	2023-02-04 22:00:00	9	9
Lincoln & Hastings-Kearney NE	2023-02-04	2023-02-05 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	1	2023-02-04 22:00:00	9	9
Charleston-Huntington WV	2023-02-04	2023-02-05 03:00:00	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	1	2023-02-04 22:00:00	9	9
Cincinnati OH	2023-02-04	2023-02-05 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	1	2023-02-04 22:00:00	9	9
Springfield MO	2023-02-04	2023-02-05 03:00:00	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	1	2023-02-04 22:00:00	9	9
Fargo-Valley City ND	2023-02-04	2023-02-05 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	1	2023-02-04 22:00:00	9	9
Providence RI-New Bedford MA	2023-02-04	2023-02-05 03:00:00	Acushnet	Massachusetts	MA	Bristol County	-70.90428498615711	41.667410010317056	1	2023-02-04 22:00:00	9	9
St. Louis MO	2023-02-04	2023-02-05 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	1	2023-02-04 22:00:00	9	9
Rochester NY	2023-02-04	2023-02-05 03:00:00	Rochester	New York	NY	Monroe County	-77.61631999999997	43.155800000000056	1	2023-02-04 22:00:00	9	9
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-04	2023-02-05 03:00:00	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	1	2023-02-04 22:00:00	9	9
Ft. Myers-Naples FL	2023-02-04	2023-02-05 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	1	2023-02-04 22:00:00	9	9
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-04	2023-02-05 03:00:00	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	1	2023-02-04 22:00:00	9	9
Flint-Saginaw-Bay City MI	2023-02-04	2023-02-05 03:00:00	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	1	2023-02-04 22:00:00	9	9
Milwaukee WI	2023-02-04	2023-02-05 03:00:00	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	1	2023-02-04 22:00:00	9	9
Kansas City MO	2023-02-04	2023-02-05 03:00:00	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	1	2023-02-04 22:00:00	9	9
Harrisburg-Lancaster-Lebanon-York PA	2023-02-04	2023-02-05 03:00:00	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	1	2023-02-04 22:00:00	9	9
Jacksonville FL	2023-02-04	2023-02-05 03:00:00	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	1	2023-02-04 22:00:00	9	9
Youngstown OH	2023-02-05	2023-02-06 03:00:00	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	93	2023-02-05 22:00:00	7	651
Buffalo NY	2023-02-04	2023-02-05 03:00:00	Buffalo	New York	NY	Erie County	-78.87845999999996	42.88544000000008	1	2023-02-04 22:00:00	9	9
Quincy IL-Hannibal MO-Keokuk IA	2023-02-05	2023-02-06 03:00:00	Hannibal	Missouri	MO	Marion County	-91.35317499346712	39.70032500321992	100	2023-02-05 22:00:00	7	700
Erie PA	2023-02-05	2023-02-06 03:00:00	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	63	2023-02-05 22:00:00	7	441
Greensboro-High Point-Winston Salem NC	2023-02-04	2023-02-05 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	1	2023-02-04 22:00:00	9	9
Clarksburg-Weston WV	2023-02-05	2023-02-06 03:00:00	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	59	2023-02-05 22:00:00	7	413
Topeka KS	2023-02-05	2023-02-06 03:00:00	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	34	2023-02-05 22:00:00	7	238
Greenwood-Greenville MS	2023-02-05	2023-02-06 03:00:00	Greenwood	Maine	ME	Oxford County	-70.67390999999998	44.336660000000045	66	2023-02-05 22:00:00	7	462
Pittsburgh PA	2023-02-05	2023-02-06 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	27	2023-02-05 22:00:00	7	189
Columbus-Tupelo-West Point MS	2023-02-05	2023-02-06 03:00:00	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	39	2023-02-05 22:00:00	7	273
Roanoke-Lynchburg VA	2023-02-05	2023-02-06 03:00:00	Vinton	Virginia	VA	Roanoke County	-79.89874899999995	37.28095200000007	31	2023-02-05 22:00:00	7	217
Terre Haute IN	2023-02-05	2023-02-06 03:00:00	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	22	2023-02-05 22:00:00	7	154
Albany GA	2023-02-05	2023-02-06 03:00:00	Albany	Georgia	GA	Dougherty County	-84.15601999999996	31.58140000000003	21	2023-02-05 22:00:00	7	147
Wheeling WV-Steubenville OH	2023-02-05	2023-02-06 03:00:00	Steubenville	Ohio	OH	Jefferson County	-80.63842999999997	40.36962000000005	23	2023-02-05 22:00:00	7	161
Sioux Falls(Mitchell) SD	2023-02-05	2023-02-06 03:00:00	Sioux Falls	South Dakota	SD	Minnehaha County	-96.73127999999996	43.54577000000006	25	2023-02-05 22:00:00	7	175
Cleveland-Akron (Canton) OH	2023-02-05	2023-02-06 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	17	2023-02-05 22:00:00	7	119
Charleston-Huntington WV	2023-02-05	2023-02-06 03:00:00	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	17	2023-02-05 22:00:00	7	119
Columbus OH	2023-02-05	2023-02-06 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	16	2023-02-05 22:00:00	7	112
Idaho Falls-Pocatello ID	2023-02-05	2023-02-06 03:00:00	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	21	2023-02-05 22:00:00	7	147
Toledo OH	2023-02-05	2023-02-06 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	14	2023-02-05 22:00:00	7	98
Cincinnati OH	2023-02-05	2023-02-06 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	15	2023-02-05 22:00:00	7	105
Charlottesville VA	2023-02-05	2023-02-06 03:00:00	Charlottesville	Virginia	VA	City of Charlottesville	-78.47755999999998	38.032130000000045	15	2023-02-05 22:00:00	7	105
Peoria-Bloomington IL	2023-02-05	2023-02-06 03:00:00	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	14	2023-02-05 22:00:00	7	98
Flint-Saginaw-Bay City MI	2023-02-05	2023-02-06 03:00:00	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	14	2023-02-05 22:00:00	7	98
Wilmington NC	2023-02-05	2023-02-06 03:00:00	Wilmington	North Carolina	NC	New Hanover County	-77.94599999999997	34.23497000000003	13	2023-02-05 22:00:00	7	91
Fargo-Valley City ND	2023-02-05	2023-02-06 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	14	2023-02-05 22:00:00	7	98
Honolulu HI	2023-02-05	2023-02-06 03:00:00	Honolulu	Hawaii	HI	City and County of Honolulu	-157.85787999999997	21.304930000000077	9	2023-02-05 22:00:00	7	63
Cedar Rapids-Waterloo-Iowa City & Dubuque IA	2023-02-05	2023-02-06 03:00:00	Waterloo	Iowa	IA	Black Hawk County	-92.33877829277164	42.495836568877465	12	2023-02-05 22:00:00	7	84
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-05	2023-02-06 03:00:00	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	10	2023-02-05 22:00:00	7	70
Dayton OH	2023-02-05	2023-02-06 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	8	2023-02-05 22:00:00	7	56
Baton Rouge LA	2023-02-05	2023-02-06 03:00:00	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	7	2023-02-05 22:00:00	7	49
Springfield MO	2023-02-05	2023-02-06 03:00:00	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	7	2023-02-05 22:00:00	7	49
Chattanooga TN	2023-02-05	2023-02-06 03:00:00	Chattanooga	Tennessee	TN	Hamilton County	-85.30946999999996	35.04672000000005	7	2023-02-05 22:00:00	7	49
Colorado Springs-Pueblo CO	2023-02-05	2023-02-06 03:00:00	Pueblo	Colorado	CO	Pueblo County	-104.62503708798616	38.25672401970372	8	2023-02-05 22:00:00	7	56
Springfield-Holyoke MA	2023-02-05	2023-02-06 03:00:00	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	16	2023-02-05 22:00:00	7	112
Ft. Myers-Naples FL	2023-02-05	2023-02-06 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	7	2023-02-05 22:00:00	7	49
Tulsa OK	2023-02-05	2023-02-06 03:00:00	Tulsa	Oklahoma	OK	Tulsa County	-95.99352	36.15011000000004	6	2023-02-05 22:00:00	7	42
Rochester NY	2023-02-05	2023-02-06 03:00:00	Rochester	New York	NY	Monroe County	-77.61631999999997	43.155800000000056	6	2023-02-05 22:00:00	7	42
Des Moines-Ames IA	2023-02-05	2023-02-06 03:00:00	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	7	2023-02-05 22:00:00	7	49
Buffalo NY	2023-02-05	2023-02-06 03:00:00	Buffalo	New York	NY	Erie County	-78.87845999999996	42.88544000000008	5	2023-02-05 22:00:00	7	35
Austin TX	2023-02-05	2023-02-06 03:00:00	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	5	2023-02-05 22:00:00	7	35
Grand Rapids-Kalamazoo-Battle Creek MI	2023-02-05	2023-02-06 03:00:00	Battle Creek	Michigan	MI	Calhoun County	-85.18682211214454	42.32892060475615	6	2023-02-05 22:00:00	7	42
Waco-Temple-Bryan TX	2023-02-05	2023-02-06 03:00:00	Bryan	Texas	TX	Brazos County	-96.36367641045288	30.688316939527848	7	2023-02-05 22:00:00	7	49
West Palm Beach-Ft. Pierce FL	2023-02-05	2023-02-06 03:00:00	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	5	2023-02-05 22:00:00	7	35
New Orleans LA	2023-02-05	2023-02-06 03:00:00	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	5	2023-02-05 22:00:00	7	35
Jacksonville FL	2023-02-05	2023-02-06 03:00:00	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	4	2023-02-05 22:00:00	7	28
Indianapolis IN	2023-02-05	2023-02-06 03:00:00	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	4	2023-02-05 22:00:00	7	28
Charlotte NC	2023-02-05	2023-02-06 03:00:00	Charlotte	North Carolina	NC	Mecklenburg County	-80.83795999999995	35.222860000000026	4	2023-02-05 22:00:00	7	28
Baltimore MD	2023-02-05	2023-02-06 03:00:00	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	4	2023-02-05 22:00:00	7	28
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-05	2023-02-06 03:00:00	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	5	2023-02-05 22:00:00	7	35
St. Louis MO	2023-02-05	2023-02-06 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	3	2023-02-05 22:00:00	7	21
Denver CO	2023-02-05	2023-02-06 03:00:00	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	3	2023-02-05 22:00:00	7	21
Houston TX	2023-02-05	2023-02-06 03:00:00	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	3	2023-02-05 22:00:00	7	21
Tucson (Sierra Vista) AZ	2023-02-05	2023-02-06 03:00:00	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	4	2023-02-05 22:00:00	7	28
Raleigh-Durham (Fayetteville) NC	2023-02-05	2023-02-06 03:00:00	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	3	2023-02-05 22:00:00	7	21
San Antonio TX	2023-02-05	2023-02-06 03:00:00	San Antonio	Texas	TX	Bexar County	-98.49460999999997	29.42458000000005	2	2023-02-05 22:00:00	7	14
Hartford & New Haven CT	2023-02-05	2023-02-06 03:00:00	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	3	2023-02-05 22:00:00	7	21
Tampa-St. Petersburg (Sarasota) FL	2023-02-05	2023-02-06 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	2	2023-02-05 22:00:00	7	14
Portland OR	2023-02-05	2023-02-06 03:00:00	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	2	2023-02-05 22:00:00	7	14
Orlando-Daytona Beach-Melbourne FL	2023-02-05	2023-02-06 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	2	2023-02-05 22:00:00	7	14
Sacramento-Stockton-Modesto CA	2023-02-05	2023-02-06 03:00:00	Stockton	California	CA	San Joaquin County	-121.27113622179256	37.930607075860735	2	2023-02-05 22:00:00	7	14
Philadelphia PA	2023-02-05	2023-02-06 03:00:00	Philadelphia	Pennsylvania	PA	Philadelphia County	-75.16217999999996	39.95222000000008	1	2023-02-05 22:00:00	7	7
Phoenix AZ	2023-02-05	2023-02-06 03:00:00	Phoenix	Arizona	AZ	Maricopa County	-112.07579999999996	33.44825000000003	1	2023-02-05 22:00:00	7	7
Chicago IL	2023-02-05	2023-02-06 03:00:00	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	1	2023-02-05 22:00:00	7	7
Washington DC (Hagerstown MD)	2023-02-05	2023-02-06 03:00:00	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	2	2023-02-05 22:00:00	7	14
Glendive MT	2023-02-06	2023-02-07 03:00:00	Glendive	Montana	MT	Dawson County	-104.71457999999996	47.106130000000064	100	2023-02-06 22:00:00	24	2400
Dallas-Ft. Worth TX	2023-02-05	2023-02-06 03:00:00	Dallas	Texas	TX	Tarrant County	-97.03982999999994	32.889850000000024	2	2023-02-05 22:00:00	7	14
Youngstown OH	2023-02-06	2023-02-07 03:00:00	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	18	2023-02-06 22:00:00	24	432
Lima OH	2023-02-06	2023-02-07 03:00:00	Lima	Ohio	OH	Allen County	-84.10744999999997	40.74269000000004	7	2023-02-06 22:00:00	24	168
Pittsburgh PA	2023-02-06	2023-02-07 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	8	2023-02-06 22:00:00	24	192
Zanesville OH	2023-02-06	2023-02-07 03:00:00	Zanesville	Ohio	OH	Muskingum County	-82.00138999999997	39.940540000000055	6	2023-02-06 22:00:00	24	144
Los Angeles CA	2023-02-05	2023-02-06 03:00:00	Los Angeles	California	CA	Los Angeles County	-118.24544999999992	34.05357000000004	1	2023-02-05 22:00:00	7	7
Erie PA	2023-02-06	2023-02-07 03:00:00	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	5	2023-02-06 22:00:00	24	120
St. Joseph MO	2023-02-06	2023-02-07 03:00:00	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	5	2023-02-06 22:00:00	24	120
Wheeling WV-Steubenville OH	2023-02-06	2023-02-07 03:00:00	Steubenville	Ohio	OH	Jefferson County	-80.63842999999997	40.36962000000005	6	2023-02-06 22:00:00	24	144
Toledo OH	2023-02-06	2023-02-07 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	3	2023-02-06 22:00:00	24	72
Lafayette IN	2023-02-06	2023-02-07 03:00:00	Lafayette	Indiana	IN	Tippecanoe County	-86.87597999999997	40.41738000000004	4	2023-02-06 22:00:00	24	96
New York NY	2023-02-05	2023-02-06 03:00:00	New York	New York	NY	New York County	-74.00711999999999	40.714540000000056	1	2023-02-05 22:00:00	7	7
Rapid City SD	2023-02-06	2023-02-07 03:00:00	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	3	2023-02-06 22:00:00	24	72
Dayton OH	2023-02-06	2023-02-07 03:00:00	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	2	2023-02-06 22:00:00	24	48
Columbus OH	2023-02-06	2023-02-07 03:00:00	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	3	2023-02-06 22:00:00	24	72
Cleveland-Akron (Canton) OH	2023-02-06	2023-02-07 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	4	2023-02-06 22:00:00	24	96
Hattiesburg-Laurel MS	2023-02-06	2023-02-07 03:00:00	Hattiesburg	Mississippi	MS	Forrest County	-89.33815899999996	31.325233000000026	2	2023-02-06 22:00:00	24	48
Sherman TX-Ada OK	2023-02-06	2023-02-07 03:00:00	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	2	2023-02-06 22:00:00	24	48
Clarksburg-Weston WV	2023-02-06	2023-02-07 03:00:00	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	3	2023-02-06 22:00:00	24	72
Panama City FL	2023-02-06	2023-02-07 03:00:00	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	2	2023-02-06 22:00:00	24	48
Johnstown-Altoona PA	2023-02-06	2023-02-07 03:00:00	Altoona	Pennsylvania	PA	Blair County	-78.32129695025407	40.52020954635128	2	2023-02-06 22:00:00	24	48
Bend OR	2023-02-06	2023-02-07 03:00:00	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	1	2023-02-06 22:00:00	24	24
Charleston-Huntington WV	2023-02-06	2023-02-07 03:00:00	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	1	2023-02-06 22:00:00	24	24
Bangor ME	2023-02-06	2023-02-07 03:00:00	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	1	2023-02-06 22:00:00	24	24
Medford-Klamath Falls OR	2023-02-06	2023-02-07 03:00:00	Klamath Falls	Oregon	OR	Klamath County	-121.78205999999994	42.22388000000007	2	2023-02-06 22:00:00	24	48
Monroe LA-El Dorado AR	2023-02-06	2023-02-07 03:00:00	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	1	2023-02-06 22:00:00	24	24
Missoula MT	2023-02-06	2023-02-07 03:00:00	Missoula	Montana	MT	Missoula County	-113.99624999999996	46.872780000000034	1	2023-02-06 22:00:00	24	24
Rockford IL	2023-02-06	2023-02-07 03:00:00	Rockford	Illinois	IL	Winnebago County	-89.07739999999995	42.26690000000008	1	2023-02-06 22:00:00	24	24
Cincinnati OH	2023-02-06	2023-02-07 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	1	2023-02-06 22:00:00	24	24
Ft. Wayne IN	2023-02-06	2023-02-07 03:00:00	Fort Wayne	Indiana	IN	Allen County	-85.13830999999999	41.08026000000008	1	2023-02-06 22:00:00	24	24
Lansing MI	2023-02-06	2023-02-07 03:00:00	Lansing	Michigan	MI	Ingham County	-84.55224999999997	42.73194000000007	1	2023-02-06 22:00:00	24	24
Duluth MN-Superior WI	2023-02-06	2023-02-07 03:00:00	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	1	2023-02-06 22:00:00	24	24
